region,time,killings,houseprice,unemp
13,1989q3,,,
13,1989q4,,,
13,1990q1,,,
13,1990q2,,,
13,1990q3,,,
13,1990q4,,,
13,1991q1,,,
13,1991q2,,,
13,1991q3,,,
13,1991q4,,,
13,1992q1,,,
13,1992q2,,,
13,1992q3,,,
13,1992q4,,,
13,1993q1,,,
13,1993q2,,,
13,1993q3,,,
13,1993q4,,,
13,1994q1,,,
13,1994q2,,,
13,1994q3,,,
13,1994q4,,,
13,1995q1,,,
13,1995q2,,,
13,1995q3,,,
13,1995q4,,,
13,1996q1,,,
13,1996q2,,,
13,1996q3,,,
13,1996q4,,,
13,1997q1,,,
13,1997q2,,,
13,1997q3,,,
13,1997q4,,,
13,1998q1,,,
13,1998q2,,,
13,1998q3,,,
13,1998q4,,,
13,1999q1,,,
13,1999q2,,,
13,1999q3,,,
13,1999q4,,,
13,2000q1,,,
13,2000q2,,,
13,2000q3,,,
13,2000q4,,,
13,2001q1,,,
13,2001q2,,,
13,2001q3,,,
13,2001q4,,,
13,2002q1,,,
13,2002q2,,,
13,2002q3,,,
13,2002q4,,,
13,2003q1,,,
13,2003q2,,,
13,2003q3,,,
13,2003q4,,,
13,2004q1,,,
13,2004q2,,,
13,2004q3,,,
13,2004q4,,,
13,2005q1,,,
13,2005q2,,,
13,2005q3,,,
13,2005q4,,,
13,2006q1,,,
13,2006q2,,,
13,2006q3,,,
13,2006q4,,,
13,2007q1,,,
13,2007q2,,,
13,2007q3,,,
13,2007q4,,,
13,2008q1,,,
13,2008q2,,,
13,2008q3,,,
13,2008q4,,,
13,2009q1,,,
14,1984q4,,,
14,1985q1,,,
14,1985q2,,,
14,1985q3,,,
14,1985q4,,,
14,1986q1,,,
14,1986q2,,,
14,1986q3,,,
14,1986q4,,,
14,1987q1,,,
14,1987q2,,,
14,1987q3,,,
14,1987q4,,,
14,1988q1,,,
14,1988q2,,,
14,1988q3,,,
14,1988q4,,,
14,1989q1,,,
14,1989q2,,,
14,1989q3,,,
14,1989q4,,,
14,1990q1,,,
14,1990q2,,,
14,1990q3,,,
14,1990q4,,,
14,1991q1,,,
14,1991q2,,,
14,1991q3,,,
14,1991q4,,,
14,1992q1,,,
14,1992q2,,,
14,1992q3,,,
14,1992q4,,,
14,1993q1,,,
14,1993q2,,,
14,1993q3,,,
14,1993q4,,,
14,1994q1,,,
14,1994q2,,,
14,1994q3,,,
14,1994q4,,,
14,1995q1,,,
14,1995q2,,,
14,1995q3,,,
14,1995q4,,,
14,1996q1,,,
14,1996q2,,,
14,1996q3,,,
14,1996q4,,,
14,1997q1,,,
14,1997q2,,,
14,1997q3,,,
14,1997q4,,,
14,1998q1,,,
14,1998q2,,,
14,1998q3,,,
14,1998q4,,,
14,1999q1,,,
14,1999q2,,,
14,1999q3,,,
14,1999q4,,,
14,2000q1,,,
14,2000q2,,,
14,2000q3,,,
14,2000q4,,,
14,2001q1,,,
14,2001q2,,,
14,2001q3,,,
14,2001q4,,,
14,2002q1,,,
14,2002q2,,,
14,2002q3,,,
14,2002q4,,,
14,2003q1,,,
14,2003q2,,,
14,2003q3,,,
14,2003q4,,,
14,2004q1,,,
14,2004q2,,,
14,2004q3,,,
14,2004q4,,,
14,2005q1,,,
14,2005q2,,,
14,2005q3,,,
14,2005q4,,,
14,2006q1,,,
14,2006q2,,,
14,2006q3,,,
14,2006q4,,,
14,2007q1,,,
14,2007q2,,,
14,2007q3,,,
14,2007q4,,,
14,2008q1,,,
14,2008q2,,,
14,2008q3,,,
14,2008q4,,,
14,2009q1,,,
15,1984q4,,,
15,1985q1,,,
15,1985q2,,,
15,1985q3,,,
15,1985q4,,,
15,1986q1,,,
15,1986q2,,,
15,1986q3,,,
15,1986q4,,,
15,1987q1,,,
15,1987q2,,,
15,1987q3,,,
15,1987q4,,,
15,1988q1,,,
15,1988q2,,,
15,1988q3,,,
15,1988q4,,,
15,1989q1,,,
15,1989q2,,,
15,1989q3,,,
15,1989q4,,,
15,1990q1,,,
15,1990q2,,,
15,1990q3,,,
15,1990q4,,,
15,1991q1,,,
15,1991q2,,,
15,1991q3,,,
15,1991q4,,,
15,1992q1,,,
15,1992q2,,,
15,1992q3,,,
15,1992q4,,,
15,1993q1,,,
15,1993q2,,,
15,1993q3,,,
15,1993q4,,,
15,1994q1,,,
15,1994q2,,,
15,1994q3,,,
15,1994q4,,,
15,1995q1,,,
15,1995q2,,,
15,1995q3,,,
15,1995q4,,,
15,1996q1,,,
15,1996q2,,,
15,1996q3,,,
15,1996q4,,,
15,1997q1,,,
15,1997q2,,,
15,1997q3,,,
15,1997q4,,,
15,1998q1,,,
15,1998q2,,,
15,1998q3,,,
15,1998q4,,,
15,1999q1,,,
15,1999q2,,,
15,1999q3,,,
15,1999q4,,,
15,2000q1,,,
15,2000q2,,,
15,2000q3,,,
15,2000q4,,,
15,2001q1,,,
15,2001q2,,,
15,2001q3,,,
15,2001q4,,,
15,2002q1,,,
15,2002q2,,,
15,2002q3,,,
15,2002q4,,,
15,2003q1,,,
15,2003q2,,,
15,2003q3,,,
15,2003q4,,,
15,2004q1,,,
15,2004q2,,,
15,2004q3,,,
15,2004q4,,,
15,2005q1,,,
15,2005q2,,,
15,2005q3,,,
15,2005q4,,,
15,2006q1,,,
15,2006q2,,,
15,2006q3,,,
15,2006q4,,,
15,2007q1,,,
15,2007q2,,,
15,2007q3,,,
15,2007q4,,,
15,2008q1,,,
15,2008q2,,,
15,2008q3,,,
15,2008q4,,,
15,2009q1,,,
